                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.2358,                 1.6825,                 1.0207,                0.52721,                0.60047,                 0.4478,                0.29305,                 1.1562,                 1.3422,                 1.0538,               0.001604,               0.001604,               0.001604
                     23,                 1.2654,                  1.681,                 1.0457,                0.52785,                0.59811,                0.44115,                0.27102,                 1.2299,                 1.2903,                 1.0648,              0.0015842,              0.0015842,              0.0015842
                     24,                 1.2381,                 1.6096,                 1.0206,                0.49937,                0.58726,                0.44484,                0.28402,                 1.1945,                 1.3178,                 1.0587,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.2415,                 1.6699,                 1.0376,                 0.5304,                    0.6,                0.45857,                0.29862,                 1.1738,                 1.2694,                  1.053,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.2405,                 1.6467,                 1.0411,                0.53689,                0.59104,                0.46146,                0.30402,                 1.1527,                  1.332,                 1.0473,              0.0015248,              0.0015248,              0.0015248
                     27,                 1.2704,                 1.6275,                 1.0461,                0.56314,                0.54117,                0.42898,                0.26888,                 1.2665,                 1.5169,                 1.0583,               0.001505,               0.001505,               0.001505
                     28,                 1.1998,                 1.6309,                 1.0248,                0.51893,                0.61415,                0.46203,                0.30073,                 1.1315,                 1.4216,                 1.0278,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.1923,                 1.6314,                 1.0155,                0.53599,                0.58821,                0.45475,                0.29504,                  1.168,                 1.3806,                 1.0362,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.2043,                 1.5898,                 1.0196,                 0.5265,                0.63443,                0.47548,                 0.3062,                 1.1719,                 1.2567,                 1.0364,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.2827,                 1.7262,                 1.0581,                0.52054,                0.62783,                0.45592,                 0.2948,                 1.1247,                 1.2606,                 1.0233,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.2104,                 1.5859,                 1.0193,                0.51906,                0.60943,                0.46381,                0.29469,                  1.213,                 1.2942,                 1.0566,               0.001406,               0.001406,               0.001406
                     33,                 1.1798,                 1.5658,                 1.0123,                0.52693,                0.61745,                0.46671,                0.28907,                 1.2505,                 1.2485,                 1.0462,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.1347,                 1.5531,                 0.9707,                0.54018,                0.60283,                0.46182,                0.30326,                 1.1519,                 1.3285,                 1.0363,              0.0013664,              0.0013664,              0.0013664
                     35,                  1.172,                 1.5816,                 1.0173,                0.53282,                0.62594,                0.46965,                0.31904,                 1.0683,                 1.2174,                 1.0171,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.1392,                 1.5382,                 1.0071,                0.49683,                0.59387,                0.44614,                0.28842,                 1.1648,                 1.4089,                 1.0346,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.1351,                 1.5522,                 1.0034,                  0.524,                0.60566,                0.45024,                0.29758,                 1.1485,                 1.2862,                 1.0288,               0.001307,               0.001307,               0.001307
                     38,                 1.1796,                 1.8903,                 1.0024,                0.51891,                0.62689,                0.46087,                0.29687,                 1.1566,                 1.2596,                 1.0339,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.1471,                 1.6017,                 1.0075,                0.52635,                0.63531,                0.46783,                0.30781,                 1.1186,                 1.3241,                 1.0287,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.1367,                 1.5371,                0.97849,                0.53235,                0.59764,                 0.4589,                0.28989,                 1.1928,                 1.4296,                  1.034,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.1586,                 1.8909,                0.99723,                0.53018,                0.63344,                0.46998,                0.29874,                 1.1553,                 1.2247,                 1.0422,              0.0012278,              0.0012278,              0.0012278
                     42,                  1.121,                 1.5631,                0.98715,                0.54051,                0.61368,                0.46604,                0.30939,                 1.1172,                 1.2111,                  1.036,               0.001208,               0.001208,               0.001208
                     43,                 1.1026,                 1.5474,                 1.0043,                0.54955,                0.60708,                0.47122,                0.31676,                 1.1066,                  1.326,                 1.0188,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.1503,                 1.5726,                 1.0166,                0.54034,                0.63877,                0.47676,                0.31901,                 1.0679,                 1.2408,                 1.0087,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.0855,                 1.5412,                0.99867,                0.53736,                0.62842,                0.47457,                0.31216,                 1.1316,                 1.1953,                 1.0244,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.1033,                 1.5421,                0.97615,                0.51946,                0.62594,                0.45988,                0.27545,                 1.2629,                 1.2667,                 1.0618,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.1557,                 1.5374,                 1.0061,                0.54109,                0.61934,                0.47266,                0.31932,                 1.0656,                 1.2712,                 1.0132,               0.001109,               0.001109,               0.001109
                     48,                 1.1411,                 1.6363,                 1.0484,                0.53775,                0.62736,                0.48225,                 0.3184,                 1.1344,                 1.2559,                 1.0205,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.0853,                 1.5366,                0.98454,                 0.5188,                0.59705,                0.45557,                  0.287,                 1.1993,                 1.3183,                 1.0347,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.1312,                 1.5709,                0.98586,                0.53822,                0.60094,                0.46921,                0.29072,                 1.1892,                 1.3827,                 1.0305,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.1167,                 1.5015,                0.96761,                0.53575,                0.63634,                0.47564,                0.30649,                 1.1311,                 1.1892,                 1.0311,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.0323,                 1.4977,                0.97211,                0.53507,                0.63255,                 0.4787,                0.30535,                 1.1556,                 1.2151,                 1.0433,                0.00101,                0.00101,                0.00101
                     53,                 1.1078,                 1.5587,                0.99594,                 0.5313,                0.65708,                0.48193,                0.31235,                 1.1032,                 1.2205,                 1.0096,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.0818,                 1.5381,                0.98087,                0.53593,                0.63408,                0.47185,                 0.3068,                 1.1431,                 1.2879,                  1.024,              0.0009704,              0.0009704,              0.0009704
                     55,                  1.065,                 1.9036,                 0.9834,                 0.5374,                0.61085,                0.46687,                0.30502,                  1.178,                  1.343,                 1.0386,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.0765,                  1.539,                0.98154,                 0.5466,                 0.6316,                0.48155,                0.32229,                   1.08,                 1.2001,                 1.0184,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.0707,                 1.4487,                0.95895,                 0.5379,                0.62453,                0.47986,                 0.3189,                 1.1229,                 1.2672,                 1.0324,               0.000911,               0.000911,               0.000911
                     58,                 1.0599,                 1.6315,                0.97008,                0.54089,                0.62217,                0.47732,                0.31332,                 1.1022,                 1.2501,                 1.0197,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.0552,                 1.4611,                0.95645,                0.53662,                0.64151,                0.48161,                  0.326,                 1.0822,                 1.2265,                 1.0096,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.0689,                 1.4646,                0.97618,                0.52735,                0.64292,                0.48016,                0.31096,                 1.1169,                 1.2496,                 1.0212,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.0683,                 1.4577,                0.96335,                0.53494,                0.65283,                0.49104,                 0.3288,                 1.0595,                 1.1793,                 1.0059,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.0439,                 1.4413,                0.98674,                0.54566,                 0.6434,                0.48278,                0.30462,                  1.116,                 1.2461,                 1.0119,               0.000812,               0.000812,               0.000812
                     63,                 1.0154,                 1.4685,                0.95813,                0.53117,                0.65425,                0.48475,                0.30759,                 1.1573,                 1.2127,                 1.0223,              0.0007922,              0.0007922,              0.0007922
                     64,                 1.0823,                 1.5307,                0.94873,                0.51839,                0.63109,                0.46879,                0.30586,                 1.0852,                 1.3618,                 1.0118,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.0718,                 1.6337,                0.99203,                0.53855,                   0.65,                 0.4845,                0.32217,                 1.0741,                 1.2171,                 1.0069,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.0154,                 1.4681,                0.96889,                0.54397,                0.64009,                 0.4868,                0.33001,                 1.0527,                 1.1334,                0.99993,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.0529,                 1.4995,                0.96509,                0.52934,                0.63554,                0.47539,                0.30352,                 1.1919,                 1.3228,                 1.0464,               0.000713,               0.000713,               0.000713
                     68,                 1.0734,                 1.5452,                0.96784,                0.52795,                0.64953,                0.48608,                0.31761,                 1.1074,                 1.2319,                  1.026,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.0527,                 1.4939,                0.98508,                0.53486,                0.64166,                0.48543,                0.32986,                 1.0472,                 1.2498,                 0.9997,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.0234,                 1.4603,                0.95159,                0.54107,                0.64622,                0.48713,                0.31849,                 1.1021,                 1.2088,                 1.0139,              0.0006536,              0.0006536,              0.0006536
                     71,                0.98616,                 1.4247,                0.96465,                0.54349,                0.63019,                0.48035,                0.31738,                 1.0924,                 1.1796,                 1.0263,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.0395,                 1.5236,                0.97157,                0.53511,                0.65236,                0.48334,                0.31486,                 1.1158,                 1.2037,                 1.0178,               0.000614,               0.000614,               0.000614
                     73,                0.96782,                 1.4718,                0.92659,                0.55073,                0.65519,                0.48977,                0.33759,                0.99137,                 1.1913,                0.99541,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.0706,                 1.5039,                0.97444,                0.54497,                 0.6446,                0.48996,                0.31827,                 1.1118,                 1.1872,                 1.0153,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.0073,                  1.452,                0.95004,                0.53691,                0.64478,                0.48287,                0.31878,                 1.0807,                 1.1454,                 1.0066,              0.0005546,              0.0005546,              0.0005546
                     76,                  1.003,                 1.5147,                0.96462,                0.54165,                0.64884,                0.49278,                0.32818,                 1.0785,                 1.1673,                 1.0046,              0.0005348,              0.0005348,              0.0005348
                     77,                0.99881,                 1.4405,                0.95511,                0.54839,                0.65566,                0.49643,                0.33897,                 1.0294,                 1.1908,                0.98308,               0.000515,               0.000515,               0.000515
                     78,                 1.0478,                 1.4345,                0.96927,                0.52855,                0.65991,                0.49225,                0.31793,                 1.1131,                 1.1692,                 1.0038,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.0004,                 1.4632,                0.94719,                0.53081,                0.67217,                0.49497,                0.33199,                 1.0697,                 1.2358,                 1.0127,              0.0004754,              0.0004754,              0.0004754
                     80,                 0.9783,                 1.4389,                0.96291,                0.53232,                0.65566,                0.49133,                0.32732,                 1.0724,                 1.1875,                 1.0142,              0.0004556,              0.0004556,              0.0004556
                     81,                0.97781,                 1.4362,                0.94189,                0.52825,                0.64906,                0.48811,                0.31848,                 1.0949,                 1.1891,                 1.0154,              0.0004358,              0.0004358,              0.0004358
                     82,                0.94588,                 1.6263,                0.92051,                0.52969,                0.65236,                0.48015,                0.31358,                 1.0443,                 1.1657,                 1.0059,               0.000416,               0.000416,               0.000416
                     83,                 1.0159,                 1.5109,                0.97318,                 0.5169,                0.65236,                0.48533,                0.31593,                 1.0617,                 1.2041,                 1.0027,              0.0003962,              0.0003962,              0.0003962
                     84,                0.99006,                 1.5076,                0.97278,                 0.5341,                0.66274,                0.48496,                0.32593,                 1.0348,                 1.2325,                0.99087,              0.0003764,              0.0003764,              0.0003764
                     85,                0.99881,                 1.4591,                0.96062,                0.52374,                0.65802,                0.48406,                0.31757,                 1.0725,                 1.1836,                 1.0032,              0.0003566,              0.0003566,              0.0003566
                     86,                0.94764,                 1.4365,                0.94108,                0.54238,                0.65755,                0.49761,                0.33879,                 1.0173,                 1.1755,                0.99159,              0.0003368,              0.0003368,              0.0003368
                     87,                0.99773,                 1.4753,                0.97125,                0.52914,                0.66368,                0.49099,                0.32066,                 1.0916,                  1.187,                 1.0097,               0.000317,               0.000317,               0.000317
